start_lat,start_lon,end_lat,end_lon,Demand_weight
38.75,-9.2333,41.1333,-8.6167,2e-06
38.6609,-9.0733,38.6803,-9.1583,8.3e-05
38.6609,-9.0733,38.75,-9.2333,0.00041760000000000007
38.6609,-9.0733,41.15,-8.5333,1e-06
38.6609,-9.0733,38.7452,-9.1604,0.04112741666666667
38.6609,-9.0733,38.8309,-9.1684,0.00034275
38.6609,-9.0733,41.2333,-8.6167,2.4999999999999998e-06
38.6609,-9.0733,41.2077,-8.6674,0.00012124999999999999
38.6609,-9.0733,38.8,-9.1833,0.00020199999999999998
38.6609,-9.0733,38.697,-9.3017,0.002490333333333333
38.6609,-9.0733,41.2,-8.3333,1e-06
38.6609,-9.0733,41.1495,-8.6108,9.742857142857142e-05
38.6609,-9.0733,41.3428,-8.4775,1e-06
38.6609,-9.0733,38.6428,-9.1061,2.2e-05
38.6609,-9.0733,41.1833,-8.5,3.666666666666667e-06
38.6609,-9.0733,41.1333,-8.6167,7.22222222222222e-06
38.6972,-9.4217,38.6803,-9.1583,4.1e-05
38.6972,-9.4217,38.75,-9.2333,0.0016951666666666662
38.6972,-9.4217,41.15,-8.5333,7.999999999999999e-05
38.6972,-9.4217,38.7452,-9.1604,0.04023729166666667
38.6972,-9.4217,38.8309,-9.1684,0.00028599999999999996
38.6972,-9.4217,41.2333,-8.6167,5.888888888888887e-06
38.6972,-9.4217,41.2077,-8.6674,9.85e-05
38.6972,-9.4217,38.8,-9.1833,5.6500000000000005e-05
38.6972,-9.4217,38.697,-9.3017,0.0064673333333333345
38.6972,-9.4217,41.2,-8.3333,2.5e-07
38.6972,-9.4217,41.1495,-8.6108,0.00021600000000000005
38.6972,-9.4217,41.3428,-8.4775,1.5e-06
38.6972,-9.4217,38.6428,-9.1061,9e-06
38.6972,-9.4217,38.8144,-9.3837,1e-06
38.6972,-9.4217,41.1833,-8.5,1.3e-05
38.6972,-9.4217,41.35,-8.75,0.0
38.6972,-9.4217,41.1333,-8.6167,4.9999999999999996e-05
41.01,-8.64,38.75,-9.2333,0.00018833333333333332
41.01,-8.64,38.7452,-9.1604,0.0021234545454545456
41.01,-8.64,41.2333,-8.6167,0.00018033333333333334
41.01,-8.64,41.2077,-8.6674,0.0072144999999999996
41.01,-8.64,41.1495,-8.6108,0.12223799999999999
41.01,-8.64,41.35,-8.75,0.000103
41.01,-8.64,41.1333,-8.6167,0.018181999999999997
41.15,-8.5333,38.6803,-9.1583,1.4999999999999998e-06
41.15,-8.5333,38.75,-9.2333,3.2500000000000002e-06
41.15,-8.5333,41.15,-8.5333,0.0473776
41.15,-8.5333,38.7452,-9.1604,0.000152375
41.15,-8.5333,38.8309,-9.1684,2.6666666666666673e-06
41.15,-8.5333,41.2333,-8.6167,0.0007390999999999999
41.15,-8.5333,41.2077,-8.6674,0.01387925
41.15,-8.5333,38.8,-9.1833,0.0
41.15,-8.5333,38.697,-9.3017,2.6666666666666664e-06
41.15,-8.5333,41.2,-8.3333,3.6500000000000006e-05
41.15,-8.5333,41.1495,-8.6108,0.09229142857142857
41.15,-8.5333,41.3428,-8.4775,5.05e-05
41.15,-8.5333,41.3374,-8.5596,0.0
41.15,-8.5333,41.1833,-8.5,0.0013530000000000003
41.15,-8.5333,41.35,-8.75,8e-06
41.15,-8.5333,41.1333,-8.6167,0.004480600000000001
38.7452,-9.1604,38.6803,-9.1583,1.6000000000000003e-05
38.7452,-9.1604,38.75,-9.2333,0.0002446666666666667
38.7452,-9.1604,41.15,-8.5333,3.0000000000000005e-06
38.7452,-9.1604,38.7452,-9.1604,0.04129608333333333
38.7452,-9.1604,38.8309,-9.1684,0.00023283333333333335
38.7452,-9.1604,41.2333,-8.6167,8.5e-06
38.7452,-9.1604,41.2077,-8.6674,0.0001725
38.7452,-9.1604,38.8,-9.1833,3.1e-05
38.7452,-9.1604,38.697,-9.3017,0.0009099999999999999
38.7452,-9.1604,41.2,-8.3333,0.0
38.7452,-9.1604,41.1495,-8.6108,0.0003268571428571428
38.7452,-9.1604,41.3428,-8.4775,5e-07
38.7452,-9.1604,38.6428,-9.1061,3e-06
38.7452,-9.1604,38.8144,-9.3837,0.0
38.7452,-9.1604,41.3374,-8.5596,0.0
38.7452,-9.1604,41.1833,-8.5,4.75e-06
38.7452,-9.1604,41.35,-8.75,0.0
38.7452,-9.1604,41.1333,-8.6167,1.1e-06
38.8309,-9.1684,38.6803,-9.1583,8.049999999999999e-05
38.8309,-9.1684,38.75,-9.2333,0.00041933333333333324
38.8309,-9.1684,41.15,-8.5333,0.0
38.8309,-9.1684,38.7452,-9.1604,0.03932358333333334
38.8309,-9.1684,38.8309,-9.1684,0.007368666666666667
38.8309,-9.1684,41.2333,-8.6167,2.2e-06
38.8309,-9.1684,41.2077,-8.6674,4.25e-06
38.8309,-9.1684,38.8,-9.1833,0.0005267500000000001
38.8309,-9.1684,38.697,-9.3017,0.0022073333333333333
38.8309,-9.1684,41.1495,-8.6108,5.3714285714285714e-05
38.8309,-9.1684,38.6428,-9.1061,1.2e-05
38.8309,-9.1684,38.8144,-9.3837,2e-06
38.8309,-9.1684,41.1333,-8.6167,7.3999999999999995e-06
38.9333,-9.3333,38.6803,-9.1583,0.000112
38.9333,-9.3333,38.75,-9.2333,0.0012231666666666667
38.9333,-9.3333,41.15,-8.5333,1.5e-06
38.9333,-9.3333,38.7452,-9.1604,0.041104375000000005
38.9333,-9.3333,38.8309,-9.1684,0.00019816666666666672
38.9333,-9.3333,41.2333,-8.6167,4e-07
38.9333,-9.3333,41.2077,-8.6674,2.875e-05
38.9333,-9.3333,38.8,-9.1833,0.000169
38.9333,-9.3333,38.697,-9.3017,0.0011453333333333333
38.9333,-9.3333,41.1495,-8.6108,2.4571428571428572e-05
38.9333,-9.3333,41.3428,-8.4775,0.0
38.9333,-9.3333,38.6428,-9.1061,1e-05
38.9333,-9.3333,38.8144,-9.3837,1.9e-05
38.9333,-9.3333,41.1833,-8.5,5e-07
38.9333,-9.3333,41.35,-8.75,0.0
38.9333,-9.3333,41.1333,-8.6167,4.2e-05
41.2333,-8.6167,38.6803,-9.1583,0.0
41.2333,-8.6167,38.75,-9.2333,5.25e-06
41.2333,-8.6167,41.15,-8.5333,0.0015771999999999997
41.2333,-8.6167,38.7452,-9.1604,0.0004554583333333334
41.2333,-8.6167,38.8309,-9.1684,2.9e-05
41.2333,-8.6167,41.2333,-8.6167,0.0116197
41.2333,-8.6167,41.2077,-8.6674,0.05036325
41.2333,-8.6167,38.8,-9.1833,1e-06
41.2333,-8.6167,38.697,-9.3017,4.8666666666666666e-05
41.2333,-8.6167,41.2,-8.3333,6.749999999999999e-06
41.2333,-8.6167,41.1495,-8.6108,0.093935
41.2333,-8.6167,41.3428,-8.4775,8.2e-05
41.2333,-8.6167,38.6428,-9.1061,0.0
41.2333,-8.6167,41.3374,-8.5596,2.3666666666666668e-05
41.2333,-8.6167,41.1833,-8.5,0.0012740000000000002
41.2333,-8.6167,41.35,-8.75,3.4e-05
41.2333,-8.6167,41.1333,-8.6167,3.0200000000000002e-05
41.2077,-8.6674,38.6803,-9.1583,2.5e-07
41.2077,-8.6674,38.75,-9.2333,1.6666666666666669e-06
41.2077,-8.6674,41.15,-8.5333,7.850000000000001e-05
41.2077,-8.6674,38.7452,-9.1604,9.045833333333334e-05
41.2077,-8.6674,38.8309,-9.1684,2.6666666666666673e-06
41.2077,-8.6674,41.2333,-8.6167,0.0025162999999999995
41.2077,-8.6674,41.2077,-8.6674,0.18239850000000002
41.2077,-8.6674,38.8,-9.1833,0.0
41.2077,-8.6674,38.697,-9.3017,6e-06
41.2077,-8.6674,41.2,-8.3333,1e-06
41.2077,-8.6674,41.1495,-8.6108,0.03458385714285714
41.2077,-8.6674,41.3428,-8.4775,6.5000000000000004e-06
41.2077,-8.6674,41.3374,-8.5596,3e-06
41.2077,-8.6674,41.1833,-8.5,1.925e-05
41.2077,-8.6674,41.35,-8.75,9e-06
41.2077,-8.6674,41.1333,-8.6167,5.359999999999999e-05
38.65,-8.9833,38.6803,-9.1583,0.00031400000000000004
38.65,-8.9833,38.75,-9.2333,0.00033820000000000003
38.65,-8.9833,41.15,-8.5333,5e-06
38.65,-8.9833,38.7452,-9.1604,0.04144187500000002
38.65,-8.9833,38.8309,-9.1684,7.900000000000001e-05
38.65,-8.9833,41.2333,-8.6167,4.666666666666667e-06
38.65,-8.9833,41.2077,-8.6674,0.00011075000000000001
38.65,-8.9833,38.8,-9.1833,0.00014850000000000003
38.65,-8.9833,38.697,-9.3017,4.233333333333333e-05
38.65,-8.9833,41.1495,-8.6108,0.000205
38.65,-8.9833,41.3428,-8.4775,5e-06
38.65,-8.9833,38.6428,-9.1061,2.3e-05
38.65,-8.9833,41.1833,-8.5,0.0001125
38.7049,-8.9757,38.6803,-9.1583,6e-06
38.7049,-8.9757,38.75,-9.2333,0.00013839999999999998
38.7049,-8.9757,38.7452,-9.1604,0.040949375
38.7049,-8.9757,38.8309,-9.1684,0.0034492499999999996
38.7049,-8.9757,41.2333,-8.6167,4.1e-05
38.7049,-8.9757,41.2077,-8.6674,6e-06
38.7049,-8.9757,38.8,-9.1833,2.8333333333333335e-05
38.7049,-8.9757,38.697,-9.3017,0.001149
38.7049,-8.9757,41.1495,-8.6108,5.28e-05
38.7049,-8.9757,38.6428,-9.1061,6e-06
38.8,-9.1833,38.6803,-9.1583,2.425e-05
38.8,-9.1833,38.75,-9.2333,0.0003845
38.8,-9.1833,41.15,-8.5333,0.0
38.8,-9.1833,38.7452,-9.1604,0.040279249999999996
38.8,-9.1833,38.8309,-9.1684,0.0001981666666666667
38.8,-9.1833,41.2333,-8.6167,3.333333333333333e-07
38.8,-9.1833,41.2077,-8.6674,3.3333333333333337e-06
38.8,-9.1833,38.8,-9.1833,0.00554425
38.8,-9.1833,38.697,-9.3017,0.002493333333333333
38.8,-9.1833,41.2,-8.3333,0.0
38.8,-9.1833,41.1495,-8.6108,3.5000000000000004e-06
38.8,-9.1833,41.3428,-8.4775,0.0
38.8,-9.1833,38.6428,-9.1061,2e-06
38.8,-9.1833,38.8144,-9.3837,3e-06
38.8,-9.1833,41.1833,-8.5,1e-06
38.8,-9.1833,41.1333,-8.6167,0.0
38.697,-9.3017,38.6803,-9.1583,3.2999999999999996e-05
38.697,-9.3017,38.75,-9.2333,0.0013241666666666664
38.697,-9.3017,41.15,-8.5333,0.0
38.697,-9.3017,38.7452,-9.1604,0.03601220833333334
38.697,-9.3017,38.8309,-9.1684,0.00026433333333333327
38.697,-9.3017,41.2333,-8.6167,1.2857142857142858e-06
38.697,-9.3017,41.2077,-8.6674,7.000000000000001e-06
38.697,-9.3017,38.8,-9.1833,1.3500000000000001e-05
38.697,-9.3017,38.697,-9.3017,0.04171633333333333
38.697,-9.3017,41.2,-8.3333,0.0
38.697,-9.3017,41.1495,-8.6108,0.00011057142857142854
38.697,-9.3017,41.3428,-8.4775,0.0
38.697,-9.3017,38.6428,-9.1061,2e-06
38.697,-9.3017,38.8144,-9.3837,1e-06
38.697,-9.3017,41.1833,-8.5,2.25e-06
38.697,-9.3017,41.1333,-8.6167,3.2000000000000007e-06
40.84,-8.4764,38.6803,-9.1583,5.6000000000000006e-05
40.84,-8.4764,38.7452,-9.1604,0.04415813636363636
40.84,-8.4764,38.8309,-9.1684,0.00021020000000000001
40.84,-8.4764,41.2333,-8.6167,3.6e-05
40.84,-8.4764,41.2077,-8.6674,0.003657
40.84,-8.4764,38.8,-9.1833,5.5249999999999994e-05
40.84,-8.4764,38.697,-9.3017,5e-06
40.84,-8.4764,41.1495,-8.6108,0.0016135714285714288
40.84,-8.4764,41.35,-8.75,2.1e-05
40.84,-8.4764,41.1333,-8.6167,0.0005859999999999999
38.5667,-8.9,38.6803,-9.1583,0.00029825
38.5667,-8.9,38.75,-9.2333,0.0001044
38.5667,-8.9,38.7452,-9.1604,0.04115370833333334
38.5667,-8.9,38.8309,-9.1684,0.0014888
38.5667,-8.9,41.2333,-8.6167,1e-06
38.5667,-8.9,41.2077,-8.6674,3.5e-05
38.5667,-8.9,38.8,-9.1833,0.00019274999999999997
38.5667,-8.9,38.697,-9.3017,0.0009904999999999998
38.5667,-8.9,41.1495,-8.6108,6.280000000000001e-05
38.5667,-8.9,38.6428,-9.1061,5.1e-05
41.2,-8.3333,38.75,-9.2333,0.0024143333333333334
41.2,-8.3333,41.15,-8.5333,0.02986125
41.2,-8.3333,38.7452,-9.1604,0.006649777777777779
41.2,-8.3333,38.8309,-9.1684,0.0005315000000000001
41.2,-8.3333,41.2333,-8.6167,0.017351
41.2,-8.3333,41.2077,-8.6674,0.040181749999999995
41.2,-8.3333,38.8,-9.1833,0.0007435
41.2,-8.3333,41.2,-8.3333,0.001834
41.2,-8.3333,41.1495,-8.6108,0.03526414285714286
41.2,-8.3333,41.3428,-8.4775,0.0029955
41.2,-8.3333,41.1833,-8.5,0.03894324999999999
41.2,-8.3333,41.35,-8.75,0.0007700000000000001
41.2,-8.3333,41.1333,-8.6167,0.005325333333333334
41.1495,-8.6108,38.6803,-9.1583,1.7499999999999998e-06
41.1495,-8.6108,38.75,-9.2333,1e-06
41.1495,-8.6108,41.15,-8.5333,0.00044199999999999996
41.1495,-8.6108,38.7452,-9.1604,9.841666666666668e-05
41.1495,-8.6108,38.8309,-9.1684,1.75e-06
41.1495,-8.6108,41.2333,-8.6167,0.00041910000000000005
41.1495,-8.6108,41.2077,-8.6674,0.023361
41.1495,-8.6108,38.8,-9.1833,0.0
41.1495,-8.6108,38.697,-9.3017,9.533333333333334e-05
41.1495,-8.6108,41.2,-8.3333,2e-06
41.1495,-8.6108,41.1495,-8.6108,0.12698085714285715
41.1495,-8.6108,41.3428,-8.4775,2.25e-05
41.1495,-8.6108,38.6428,-9.1061,0.0
41.1495,-8.6108,41.3374,-8.5596,5.333333333333333e-06
41.1495,-8.6108,41.1833,-8.5,0.000106
41.1495,-8.6108,41.35,-8.75,5.5e-06
41.1495,-8.6108,41.1333,-8.6167,0.0008119999999999997
41.3916,-8.7571,38.75,-9.2333,3.333333333333333e-07
41.3916,-8.7571,41.15,-8.5333,0.00010800000000000001
41.3916,-8.7571,38.7452,-9.1604,0.001016954545454545
41.3916,-8.7571,38.8309,-9.1684,9e-06
41.3916,-8.7571,41.2333,-8.6167,0.0007884285714285713
41.3916,-8.7571,41.2077,-8.6674,0.03537625
41.3916,-8.7571,38.697,-9.3017,0.0
41.3916,-8.7571,41.1495,-8.6108,0.039981571428571415
41.3916,-8.7571,41.35,-8.75,5.4000000000000005e-05
41.3916,-8.7571,41.1333,-8.6167,0.06117222222222221
40.8308,-8.55,38.6803,-9.1583,1.6e-05
40.8308,-8.55,38.75,-9.2333,0.00023999999999999998
40.8308,-8.55,41.15,-8.5333,8.25e-06
40.8308,-8.55,38.7452,-9.1604,0.0020195
40.8308,-8.55,38.8309,-9.1684,6.65e-05
40.8308,-8.55,41.2333,-8.6167,0.00017842857142857143
40.8308,-8.55,41.2077,-8.6674,0.009287
40.8308,-8.55,38.8,-9.1833,4.5e-05
40.8308,-8.55,38.697,-9.3017,4.4500000000000004e-05
40.8308,-8.55,41.1495,-8.6108,0.11447071428571429
40.8308,-8.55,38.6428,-9.1061,1e-06
40.8308,-8.55,41.1833,-8.5,2e-06
40.8308,-8.55,41.35,-8.75,1.1e-05
40.8308,-8.55,41.1333,-8.6167,0.011026200000000002
41.3428,-8.4775,38.75,-9.2333,0.006353
41.3428,-8.4775,41.15,-8.5333,0.002428
41.3428,-8.4775,38.7452,-9.1604,0.03556435714285714
41.3428,-8.4775,41.2333,-8.6167,0.0070592499999999996
41.3428,-8.4775,38.697,-9.3017,0.059612500000000006
41.3428,-8.4775,41.1495,-8.6108,0.0546805
41.3428,-8.4775,41.3428,-8.4775,0.002428
41.3428,-8.4775,41.1833,-8.5,0.1094685
38.6428,-9.1061,38.6803,-9.1583,0.00125925
38.6428,-9.1061,38.75,-9.2333,0.0002756666666666667
38.6428,-9.1061,41.15,-8.5333,8.000000000000001e-06
38.6428,-9.1061,38.7452,-9.1604,0.04126141666666667
38.6428,-9.1061,38.8309,-9.1684,0.000114
38.6428,-9.1061,41.2333,-8.6167,1.7777777777777782e-06
38.6428,-9.1061,41.2077,-8.6674,4.25e-06
38.6428,-9.1061,38.8,-9.1833,8.200000000000001e-05
38.6428,-9.1061,38.697,-9.3017,0.000333
38.6428,-9.1061,41.1495,-8.6108,0.00010642857142857146
38.6428,-9.1061,41.3428,-8.4775,0.0
38.6428,-9.1061,38.6428,-9.1061,0.000166
38.6428,-9.1061,38.8144,-9.3837,2e-06
38.6428,-9.1061,41.1833,-8.5,2.7500000000000004e-06
38.6428,-9.1061,41.1333,-8.6167,7.2000000000000005e-06
38.4437,-9.0996,38.6803,-9.1583,0.00185
38.4437,-9.0996,38.75,-9.2333,0.00030833333333333337
38.4437,-9.0996,38.7452,-9.1604,0.04120670833333333
38.4437,-9.0996,38.8309,-9.1684,0.0003375
38.4437,-9.0996,38.8,-9.1833,5.475e-05
38.4437,-9.0996,38.697,-9.3017,0.0002315
38.4437,-9.0996,41.1495,-8.6108,0.00026250000000000004
38.4437,-9.0996,38.6428,-9.1061,0.000307
38.5243,-8.8926,38.6803,-9.1583,8.549999999999999e-05
38.5243,-8.8926,38.75,-9.2333,0.0003744
38.5243,-8.8926,38.7452,-9.1604,0.04087704166666666
38.5243,-8.8926,38.8309,-9.1684,0.0004451666666666666
38.5243,-8.8926,41.2077,-8.6674,0.0
38.5243,-8.8926,38.8,-9.1833,0.000124
38.5243,-8.8926,38.697,-9.3017,0.004514666666666666
38.5243,-8.8926,41.1495,-8.6108,3.2500000000000002e-06
38.5243,-8.8926,38.6428,-9.1061,1.4999999999999999e-05
38.8144,-9.3837,38.6803,-9.1583,8.649999999999999e-05
38.8144,-9.3837,38.75,-9.2333,0.0014095
38.8144,-9.3837,41.15,-8.5333,6.666666666666666e-07
38.8144,-9.3837,38.7452,-9.1604,0.040569625000000005
38.8144,-9.3837,38.8309,-9.1684,0.0003780000000000001
38.8144,-9.3837,41.2333,-8.6167,0.0
38.8144,-9.3837,41.2077,-8.6674,4.4750000000000004e-05
38.8144,-9.3837,38.8,-9.1833,0.00019075000000000003
38.8144,-9.3837,38.697,-9.3017,0.004656666666666667
38.8144,-9.3837,41.2,-8.3333,0.0
38.8144,-9.3837,41.1495,-8.6108,4.0571428571428585e-05
38.8144,-9.3837,41.3428,-8.4775,0.0
38.8144,-9.3837,38.6428,-9.1061,1.6e-05
38.8144,-9.3837,38.8144,-9.3837,9e-06
38.8144,-9.3837,41.1833,-8.5,3e-06
38.8144,-9.3837,41.35,-8.75,0.0
38.8144,-9.3837,41.1333,-8.6167,1.7777777777777777e-06
40.9,-8.5,38.75,-9.2333,0.007989999999999999
40.9,-8.5,41.15,-8.5333,0.000195
40.9,-8.5,38.7452,-9.1604,0.04066739130434784
40.9,-8.5,38.8,-9.1833,0.0011279999999999999
40.9,-8.5,38.697,-9.3017,0.00028199999999999997
40.9,-8.5,41.1495,-8.6108,0.0017125000000000003
40.9,-8.5,38.8144,-9.3837,0.00028199999999999997
40.9,-8.5,41.1333,-8.6167,0.0025629999999999997
41.3374,-8.5596,41.15,-8.5333,8.649999999999999e-05
41.3374,-8.5596,38.7452,-9.1604,0.026459526315789465
41.3374,-8.5596,38.8309,-9.1684,0.000173
41.3374,-8.5596,41.2333,-8.6167,0.01256
41.3374,-8.5596,41.2077,-8.6674,0.0015339999999999998
41.3374,-8.5596,41.1495,-8.6108,0.069094
41.3374,-8.5596,41.3428,-8.4775,3.5e-05
41.3374,-8.5596,41.1833,-8.5,3.5e-05
41.3374,-8.5596,41.35,-8.75,3.3e-05
41.3374,-8.5596,41.1333,-8.6167,7.9e-05
40.85,-8.4,41.15,-8.5333,0.017432
40.85,-8.4,38.7452,-9.1604,0.11542516666666669
40.85,-8.4,41.2333,-8.6167,9.9e-05
40.85,-8.4,41.2077,-8.6674,0.0049775
40.85,-8.4,41.1495,-8.6108,0.06999125
41.1833,-8.5,38.6803,-9.1583,4.25e-06
41.1833,-8.5,38.75,-9.2333,1.1e-05
41.1833,-8.5,41.15,-8.5333,0.008944400000000002
41.1833,-8.5,38.7452,-9.1604,0.00017652173913043482
41.1833,-8.5,38.8309,-9.1684,4.966666666666666e-05
41.1833,-8.5,41.2333,-8.6167,0.010277399999999999
41.1833,-8.5,41.2077,-8.6674,0.06952100000000001
41.1833,-8.5,38.8,-9.1833,2e-06
41.1833,-8.5,38.697,-9.3017,0.000109
41.1833,-8.5,41.2,-8.3333,0.0007095000000000001
41.1833,-8.5,41.1495,-8.6108,0.03458614285714286
41.1833,-8.5,41.3428,-8.4775,0.0022225
41.1833,-8.5,38.6428,-9.1061,1e-06
41.1833,-8.5,41.3374,-8.5596,1.1e-05
41.1833,-8.5,41.1833,-8.5,0.079226
41.1833,-8.5,41.35,-8.75,1.25e-05
41.1833,-8.5,41.1333,-8.6167,0.00041522222222222226
38.95,-8.9833,38.6803,-9.1583,1.35e-05
38.95,-8.9833,38.75,-9.2333,0.00024433333333333333
38.95,-8.9833,41.15,-8.5333,0.0
38.95,-8.9833,38.7452,-9.1604,0.041047499999999994
38.95,-8.9833,38.8309,-9.1684,0.0014903333333333329
38.95,-8.9833,41.2333,-8.6167,1.2e-06
38.95,-8.9833,41.2077,-8.6674,3.25e-05
38.95,-8.9833,38.8,-9.1833,4.8249999999999994e-05
38.95,-8.9833,38.697,-9.3017,0.0013220000000000003
38.95,-8.9833,41.1495,-8.6108,1.4428571428571429e-05
38.95,-8.9833,38.6428,-9.1061,1e-06
38.95,-8.9833,38.8144,-9.3837,0.0
38.95,-8.9833,41.1833,-8.5,5e-07
38.95,-8.9833,41.35,-8.75,0.0
38.95,-8.9833,41.1333,-8.6167,1e-06
41.1333,-8.6167,38.6803,-9.1583,0.0
41.1333,-8.6167,38.75,-9.2333,1.8666666666666665e-05
41.1333,-8.6167,41.15,-8.5333,0.00030900000000000003
41.1333,-8.6167,38.7452,-9.1604,0.0003416249999999999
41.1333,-8.6167,38.8309,-9.1684,2.4999999999999998e-06
41.1333,-8.6167,41.2333,-8.6167,0.0002626
41.1333,-8.6167,41.2077,-8.6674,0.01252875
41.1333,-8.6167,38.8,-9.1833,0.0
41.1333,-8.6167,38.697,-9.3017,1.3500000000000001e-05
41.1333,-8.6167,41.2,-8.3333,6.750000000000001e-06
41.1333,-8.6167,41.1495,-8.6108,0.06529699999999998
41.1333,-8.6167,41.3428,-8.4775,2.7499999999999998e-05
41.1333,-8.6167,38.6428,-9.1061,0.0
41.1333,-8.6167,41.3374,-8.5596,2e-06
41.1333,-8.6167,41.1833,-8.5,0.000426
41.1333,-8.6167,41.35,-8.75,9e-06
41.1333,-8.6167,41.1333,-8.6167,0.04785480000000001
41.35,-8.75,38.75,-9.2333,5e-06
41.35,-8.75,41.15,-8.5333,6.6e-05
41.35,-8.75,38.7452,-9.1604,0.0020531739130434778
41.35,-8.75,38.8309,-9.1684,2.8000000000000003e-05
41.35,-8.75,41.2333,-8.6167,0.0034784444444444437
41.35,-8.75,41.2077,-8.6674,0.16458075000000003
41.35,-8.75,38.8,-9.1833,3.8e-05
41.35,-8.75,38.697,-9.3017,5e-06
41.35,-8.75,41.1495,-8.6108,0.03225814285714286
41.35,-8.75,41.3428,-8.4775,6.6e-05
41.35,-8.75,41.1833,-8.5,0.0078255
41.35,-8.75,41.35,-8.75,0.00044400000000000006
41.35,-8.75,41.1333,-8.6167,0.005234
