,PanelID,X,Y,Max_Visibi,Average_Da
73,46280,-9.148517,38.725284,69,231.0
74,27089,-9.43308,38.811693,69,232.0
75,11769,-9.322803,38.967834,69,236.0
76,27160,-9.322956,38.831973,69,237.0
77,27555,-9.162235,38.84387,69,3655.0
78,2138,-9.426164,38.71315,69,7558.0
79,32072,-9.255923,39.087423,69,12832.0
80,27139,-9.328492,38.867279,69,241.0
81,45086,-9.197101,38.761712,69,243.0
82,24284,-9.312366,38.685383,69,2851.5
83,17902,-9.205936,38.699823,69,11666.0
84,25083,-9.113711,38.755877,69,250.0
85,23527,-9.162258,38.826574,69,262.0
86,27091,-9.406157,38.817575,69,265.0
87,27308,-9.160885,38.736169,69,19682.0
88,4419,-9.14967,38.745923,69,17969.0
89,45406,-9.12646,38.738523,69,284.0
90,47141,-9.104812,38.773171,61,12176.0
91,11771,-9.335664,38.978127,69,297.0
92,27126,-9.437734,38.826217,69,301.0
93,29255,-9.137909,38.711717,69,301.0
94,27093,-9.129298,38.748691,69,9138.0
95,2154,-9.126837,38.769664,69,303.0
96,8415,-9.137642,38.752349,69,7448.0
97,21683,-9.118464,38.744196,69,1912.0
98,2186,-9.14045,38.75841,69,308.0
99,17854,-9.385696,38.799232,69,309.0
100,27127,-9.437704,38.826225,69,309.0
101,252,-9.220205,38.775794,71,4058.0
102,7881,-9.141955,38.715424,69,311.0
103,7889,-9.141955,38.715424,69,311.0
104,17855,-9.160916,38.704283,69,3422.0
105,2137,-9.12875,38.76786,69,318.0
106,17903,-9.305356,38.711445,69,5759.0
107,49314,-9.285927,38.713248,71,324.0
108,27108,-9.153739,38.71134,69,7933.0
109,3519,-9.33717,38.687578,69,328.0
110,24794,-9.130093,38.910488,69,10602.0
111,24145,-9.286636,38.784338,69,3873.0
112,32395,-9.157221,38.727115,69,334.0
113,7581,-9.178228,38.761157,69,335.0
114,17899,-9.289636,38.695589,69,12650.0
115,24880,-9.159428,38.704351,69,15814.0
116,32576,-9.47581,38.815709,69,339.0
117,450,-9.360309,38.728556,71,339.0
118,30197,-9.176945,38.791809,145,10326.0
119,23978,-9.177384,38.704837,69,342.0
120,276,-9.167388,38.794131,71,344.0
121,18364,-9.37162,38.803961,69,347.0
122,24176,-9.152751,38.766478,69,348.0
123,27301,-9.306483,38.789019,69,350.0
124,18749,-9.136386,38.736934,69,7437.0
125,25275,-9.109565,38.762324,69,5005.0
126,7462,-9.197868,38.746001,69,353.0
127,17853,-9.118888,38.72569,69,5440.0
128,46264,-9.142844,38.717646,69,356.0
129,20430,-9.11092,38.744365,69,10299.0
130,25274,-9.176497,38.705423,69,357.0
131,418,-9.367793,38.736931,71,358.0
132,45088,-9.405826,38.817624,69,104.5
133,2193,-9.169067,38.740834,69,4230.0
134,46265,-9.142844,38.717646,69,365.0
135,49225,-9.373924,38.788578,88,365.0
136,49278,-9.168247,38.742612,88,5745.0
137,3518,-9.434625,38.704439,69,4834.0
138,24836,-9.361237,38.713373,69,3720.0
139,23973,-9.177359,38.704846,69,373.0
140,45059,-9.265916,38.755771,69,377.0
141,23999,-9.156263,38.799207,69,5539.0
142,49286,-9.17079,38.767699,71,388.0
143,4658,-9.120613,38.716376,69,2893.0
144,49312,-9.284763,38.715175,71,393.0
145,11691,-9.328967,38.887541,69,395.0
146,27300,-9.306483,38.789019,69,397.0
147,18747,-9.22986,38.799976,69,399.0
148,45089,-9.196773,38.761581,69,415.0
149,18510,-9.415113,38.701244,69,73035.0
150,18214,-9.035864,38.894242,69,6839.0
151,27262,-9.427221,38.803605,69,421.0
152,11770,-9.322803,38.96783,69,422.0
153,27094,-9.403207,38.816929,69,424.0
154,25100,-9.17368,38.707292,69,425.0
155,25098,-9.173678,38.707306,69,428.0
156,11309,-9.142982,38.825629,69,428.0
157,45061,-9.196626,38.76171,69,433.0
158,24882,-9.132814,38.743304,69,6590.0
159,45437,-9.128034,38.770048,89,439.0
160,29472,-9.202211,38.750911,69,443.0
161,7524,-9.123635,38.780181,89,444.0
162,27296,-9.305976,38.786846,69,447.0
163,8394,-9.138861,38.755075,69,448.0
164,18719,-9.305331,38.769824,69,454.0
165,23326,-9.165556,38.720233,69,455.0
166,27256,-9.193298,38.7815,69,473.0
167,21775,-9.096476,38.755869,69,5005.0
168,27257,-9.346856,38.957955,69,13532.0
169,23214,-9.114262,38.75368,69,480.0
170,24314,-9.104839,38.749484,69,486.0
171,3884,-9.205773,38.776806,69,6194.0
172,21528,-9.245892,38.745833,69,489.0
173,181,-9.321016,38.724489,71,490.0
174,27433,-9.369212,38.811328,69,490.0
175,21639,-9.261554,39.083915,69,494.0
176,9206,-9.102963,38.756481,69,496.0
177,26785,-9.465628,38.79396,69,497.0
178,18454,-9.430352,38.694602,69,3946.0
179,23390,-9.173825,38.704149,69,505.0
180,23581,-9.170072,38.714624,69,505.0
181,17852,-9.33629,38.723351,69,508.0
182,47325,-9.381676,38.759048,145,512.0
183,48937,-9.125473,38.780411,89,2904.0
184,12946,-9.110324,38.865999,89,515.0
185,27253,-9.295684,38.825013,69,520.0
186,29463,-9.336223,38.952773,69,4318.0
187,29470,-9.202179,38.75089,69,522.0
188,45068,-9.111925,38.760469,69,9010.0
189,13848,-9.231088,38.69919,69,526.0
190,2145,-9.12658,38.769829,69,526.0
191,10351,-9.446524,38.711675,69,529.0
192,29471,-9.202155,38.750879,69,534.0
193,182,-9.321016,38.724497,71,539.0
194,26775,-9.148162,38.746367,69,542.0
195,233,-9.421731,38.716318,71,543.0
196,24835,-8.972043,38.9904,69,8565.0
197,12974,-9.105429,38.868995,69,550.0
198,47142,-9.098681,38.767908,61,550.0
199,180,-9.448284,38.709367,71,551.0
200,20516,-9.034257,38.89037,69,552.0
201,470,-9.155142,38.796637,71,3098.0
202,18029,-9.16585,38.709888,69,7916.0
203,24713,-9.208005,38.724554,69,562.0
204,7601,-9.141518,38.716204,69,562.0
205,11693,-9.327153,38.889272,69,563.0
206,26786,-9.465625,38.793952,69,565.0
207,27124,-9.302974,38.829398,69,571.0
208,21351,-9.141339,38.737956,69,579.0
209,4307,-9.421712,38.701243,69,579.0
210,536,-9.157846,38.76066,72,14119.0
211,18060,-9.305354,38.769339,69,582.0
212,23277,-9.111008,38.775836,69,583.0
213,20522,-9.034303,38.890275,69,583.0
214,20520,-9.034344,38.890336,69,585.0
215,24608,-9.130589,38.753832,69,13839.0
216,49299,-9.206115,38.700217,88,593.0
217,577,-9.338165,38.711455,72,598.0
218,49277,-9.226438,39.158066,88,598.0
219,27252,-9.295709,38.82501,69,603.0
220,29254,-9.137924,38.711715,69,609.0
221,7724,-9.112628,38.747762,69,613.0
222,26398,-9.172171,38.785732,69,614.0
223,24226,-9.205191,38.776178,69,2265.0
224,23335,-9.195869,38.768847,69,4486.0
225,21637,-9.214538,38.747932,69,621.0
226,27151,-9.280782,38.87728,69,621.0
227,27554,-9.157145,38.720417,69,9550.0
228,30195,-9.121693,38.782859,145,624.0
229,21754,-9.146792,38.7484,69,1574.0
230,32396,-9.157199,38.727126,69,626.0
231,9815,-9.104071,38.763441,69,4257.0
232,17799,-9.264061,38.77597,69,4005.0
233,11718,-9.318151,38.956447,69,629.0
234,21635,-9.15208,38.735151,69,14866.0
235,11624,-9.438226,38.699881,69,4441.0
236,27297,-9.163867,38.711386,69,8540.0
237,27266,-9.176102,38.743686,69,2494.0
238,190,-9.434783,38.710024,71,636.0
239,17849,-9.373325,38.787881,69,638.0
240,17793,-9.207542,38.701066,69,6171.0
241,18028,-9.268847,38.796474,69,645.0
242,179,-9.448292,38.709374,71,647.0
243,34639,-9.162516,38.845084,63,3309.5
244,11773,-9.327945,38.973971,69,648.0
245,9803,-9.203658,38.80843,69,9411.0
246,19747,-9.165695,38.765418,69,5542.0
247,18861,-9.305952,38.770257,69,652.0
248,22973,-9.336309,38.797702,69,12627.0
249,17978,-9.378962,38.801447,69,656.0
250,45066,-9.197165,38.76191,69,659.0
251,17904,-9.389436,38.74564,69,2915.0
252,9769,-9.142044,38.715805,69,662.0
253,9375,-9.165218,38.703464,69,23470.0
254,21755,-9.172007,38.709562,69,2439.0
255,232,-9.421737,38.716318,71,669.0
256,45063,-9.196895,38.761813,69,670.0
257,11692,-9.32716,38.889276,69,671.0
258,32398,-9.132897,38.742642,69,677.0
259,7829,-9.142767,38.785508,69,678.0
260,13134,-9.201237,38.766812,69,678.0
261,3516,-9.337139,38.687552,69,682.0
262,3882,-9.398449,38.7411,69,683.0
263,25263,-9.148151,38.787655,69,685.0
264,29379,-9.421731,38.716318,69,543.0
265,49311,-9.284917,38.715073,88,685.0
266,10776,-9.105993,38.867413,69,1829.0
267,9757,-9.187467,38.745102,69,689.0
268,280,-9.330644,38.699231,71,690.0
269,21083,-9.323624,38.676249,69,5627.0
270,27169,-9.325099,38.771829,69,695.0
271,17905,-9.106218,38.774258,69,1758.0
272,27288,-9.456441,38.802505,69,703.0
273,11248,-9.297804,38.700228,69,5692.0
274,11683,-9.395608,38.961523,69,711.0
275,26783,-9.148151,38.787655,69,685.0
276,8251,-9.119118,38.7169,69,714.0
277,27553,-9.433597,38.802911,69,716.0
278,24922,-9.163221,38.775295,69,717.0
279,27405,-9.26499,38.758349,69,721.0
280,8220,-9.143567,38.73002,69,722.0
281,30189,-9.229225,38.714632,145,4562.0
282,234,-9.185506,38.758267,71,8867.0
283,29268,-9.337795,38.687517,69,2148.0
284,45436,-9.110224,38.766972,89,5543.0
285,24227,-9.11999,38.780944,69,733.0
286,27105,-9.443149,38.800773,69,736.0
287,17791,-9.385448,38.799656,69,743.0
288,27558,-9.443128,38.800781,69,743.0
289,18512,-9.329928,38.792976,69,745.0
290,49313,-9.285783,38.713348,88,745.0
291,17792,-9.13018,38.758216,69,746.0
292,24566,-9.147738,38.728775,69,749.0
293,3888,-9.39993,38.73947,69,750.0
294,24884,-9.15496,38.706334,69,750.0
295,3890,-9.399769,38.739477,69,755.0
296,4659,-9.420993,38.702026,69,757.0
297,18438,-9.190348,38.788144,69,4966.0
298,45405,-9.421933,38.708267,69,1683.0
299,3517,-9.202211,38.750911,69,443.0
300,24736,-9.197307,38.713687,69,763.0
301,45269,-9.385596,38.799518,69,766.0
302,23482,-9.170006,38.714259,69,768.0
303,533,-9.351793,38.690419,72,769.0
304,27259,-9.396898,38.816902,69,771.0
305,11774,-9.32796,38.973976,69,771.0
306,48840,-9.294292,38.773758,69,8609.0
307,45058,-9.196568,38.761686,69,772.0
308,23325,-9.09826,38.822407,69,6812.0
309,14585,-9.28989,38.697173,145,773.0
310,7840,-9.166802,38.739442,89,774.0
311,27557,-9.437526,38.800199,69,774.0
312,18860,-9.130467,38.753595,69,10583.0
313,21349,-9.153981,38.706379,69,781.0
314,27172,-9.322683,38.791878,69,783.0
315,47302,-9.377149,38.762288,145,783.0
316,8219,-9.161342,38.750028,69,8989.0
317,382,-9.432102,38.717313,71,791.0
318,186,-9.326322,38.699553,71,793.0
319,9182,-9.265675,38.755725,69,17652.0
320,23336,-9.207791,38.733228,69,9738.0
321,289,-9.359211,38.691934,71,803.0
322,27123,-9.303002,38.829394,69,804.0
323,29251,-9.138476,38.712352,69,804.0
324,17958,-9.291188,38.698745,69,5241.0
325,24283,-9.150218,38.792552,69,814.0
326,9941,-9.161027,38.724386,69,818.0
327,10648,-9.096139,38.753494,69,818.0
328,21565,-9.212769,38.766032,69,824.0
329,11645,-9.270888,38.927964,69,2139.0
330,2221,-9.097525,38.772879,69,828.0
331,27476,-9.159042,38.720322,69,834.0
332,45407,-9.196698,38.761546,69,837.0
333,29292,-9.187555,38.751686,69,3226.0
334,23549,-9.19782,38.747734,69,840.0
335,11670,-9.322068,38.921088,69,842.0
336,27515,-9.393294,38.741968,69,2816.0
337,21527,-9.245893,38.745829,69,846.0
338,27267,-9.431671,38.803893,69,848.0
339,48926,-9.197213,38.76211,69,848.0
340,277,-9.368624,38.735552,71,848.0
341,9016,-9.154678,38.719936,69,848.0
342,30303,-9.144925,38.762318,145,848.0
343,17942,-9.166868,38.828805,69,14716.0
344,24885,-9.123031,38.713288,69,4717.0
345,29461,-9.159532,38.727719,69,4211.0
346,21896,-9.181747,38.74557,69,3705.0
347,21117,-9.149326,38.734623,69,859.0
348,49308,-9.223726,38.733526,71,864.0
349,27289,-9.456441,38.802505,69,868.0
350,29462,-9.102359,38.742477,69,869.0
351,399,-9.312041,38.695656,71,872.0
352,17798,-9.375329,38.809652,69,872.0
353,24122,-9.156554,38.744833,69,875.0
354,20559,-9.328669,38.695531,69,11092.0
355,11451,-9.13968,38.920797,69,876.0
356,14487,-9.414217,38.960739,69,4842.0
357,27328,-9.30589,38.696084,69,2439.0
358,11717,-9.318152,38.956449,69,878.0
359,45064,-9.196943,38.761837,69,884.0
360,17803,-9.324333,38.784882,75,889.0
361,19815,-9.332999,39.089307,69,891.0
362,23258,-9.197931,38.745281,69,895.0
363,30059,-8.982755,38.968198,145,895.0
364,27556,-9.187167,38.746916,69,896.0
365,24297,-9.441993,38.700702,69,2877.0
366,17832,-9.385032,38.799894,69,901.0
367,24888,-9.1907,38.745692,69,1300.0
368,17804,-9.324334,38.784882,75,905.0
369,17848,-9.373324,38.787879,69,906.0
370,4306,-9.421709,38.701247,69,908.0
371,24921,-9.140935,38.738172,69,911.0
372,27477,-9.227152,38.812579,69,10416.0
373,20459,-9.048634,38.885539,89,917.0
374,18458,-9.111477,38.866922,69,2289.0
375,27439,-9.253652,38.782277,69,918.0
376,27457,-9.279473,38.756907,69,918.0
377,3944,-9.385875,38.705877,69,919.0
378,23382,-9.199118,38.74471,69,920.0
379,2386,-9.242996,38.75578,69,920.0
380,21776,-9.209428,38.752569,69,921.0
381,2187,-9.128136,38.7655,69,926.0
382,14486,-9.137069,38.739348,69,6310.0
383,9564,-9.137296,38.70882,69,2655.0
384,3847,-9.409072,38.728483,69,933.0
385,18797,-9.228265,38.803804,69,936.0
386,45168,-9.274537,38.698861,69,937.0
387,7880,-9.346673,38.707626,69,4957.0
388,18437,-9.229815,38.80181,69,939.0
389,26328,-9.142615,38.710609,69,6198.0
390,25261,-9.222407,38.700621,69,6019.0
391,24123,-9.156562,38.744854,69,941.0
392,27173,-9.210179,38.711314,69,3025.0
393,49253,-9.168883,38.79301,88,943.0
394,24606,-9.114974,38.731923,69,946.0
395,11256,-9.144572,38.753961,69,6868.0
396,19256,-9.265925,38.755662,69,948.0
397,27518,-9.164379,38.711399,69,5612.0
398,22986,-9.111002,38.776286,69,959.0
399,26784,-9.464844,38.79331,69,959.0
400,23546,-9.19773,38.747325,69,960.0
401,26329,-8.98862,38.95548,69,5575.0
402,24572,-9.098179,38.765037,69,10889.0
403,45060,-9.196622,38.761707,69,962.0
404,17833,-9.212181,38.764179,69,7486.0
405,374,-9.228265,38.803793,71,1931.0
406,11764,-9.092086,38.772459,69,9042.0
407,20489,-9.238699,38.705125,69,964.0
408,12975,-9.105428,38.868991,69,966.0
409,469,-9.420521,38.702276,71,967.0
410,25533,-9.215016,38.709083,69,6195.0
411,24298,-9.158584,38.706471,69,7011.0
412,45062,-9.196887,38.76181,69,974.0
413,23211,-9.170038,38.714379,69,977.0
414,18373,-9.368241,38.821108,69,978.0
415,18881,-9.342022,38.775762,69,985.0
416,27100,-9.304493,38.78818,69,988.0
417,8039,-9.13233,38.710175,89,5258.0
418,21795,-9.203391,38.813497,69,3255.0
419,11660,-9.326284,38.914506,69,996.0
420,5730,-9.099828,38.75497,89,997.0
421,21854,-9.21882,38.747927,69,997.0
422,27269,-9.141163,38.748147,69,7975.0
423,25371,-9.330642,38.699231,69,2701.0
424,45087,-9.197035,38.76168,69,1009.0
425,189,-9.434784,38.710026,71,1010.0
426,27150,-9.28078,38.87728,69,1010.0
427,19258,-9.265841,38.755678,69,1010.0
428,11239,-9.161161,38.841862,69,1014.0
429,13025,-9.177307,38.789049,69,1014.0
430,11666,-9.159817,38.785801,69,2776.0
431,45424,-9.19641,38.761181,69,1016.0
432,27426,-9.326488,38.857857,69,1017.0
433,3878,-9.325305,38.717108,69,1021.0
434,18181,-9.326041,38.855888,69,1021.0
435,27552,-9.214846,38.696783,69,7569.0
436,9181,-9.175852,38.701918,69,4920.0
437,45065,-9.124956,38.754546,69,14773.0
438,27485,-9.31733,38.842744,69,1026.0
439,13753,-9.269121,38.71115,69,1035.0
440,23700,-9.305422,38.741564,69,4537.0
441,11661,-9.326286,38.914506,69,1037.0
442,13281,-9.237325,38.71665,75,1037.0
443,13282,-9.237325,38.71665,75,1037.0
444,4055,-9.433927,38.697287,69,1038.0
445,2142,-9.125087,38.779508,69,1042.0
446,11452,-9.140198,38.758415,69,9542.0
447,27167,-9.286637,38.784339,69,1046.0
448,17837,-9.170072,38.714624,69,505.0
449,24304,-9.061418,38.859867,69,7023.0
450,4058,-9.431671,38.803893,69,741.5
451,14208,-9.22692,38.70136,69,1055.0
452,27154,-9.174757,38.703255,69,5734.0
453,49269,-9.16874,38.784905,71,1057.0
454,18461,-9.377831,38.807847,69,1057.0
455,14463,-9.296237,38.708622,69,1058.0
456,4011,-9.353052,38.697279,69,1059.0
457,10331,-9.15513,38.720056,69,1065.0
458,23492,-9.134204,38.710054,69,1068.0
459,18270,-9.377782,38.8079,69,1069.0
460,11673,-9.291224,38.919216,69,1070.0
461,19260,-9.265757,38.7557,69,1073.0
462,545,-9.321168,38.774538,71,5319.0
463,18761,-9.148158,38.745618,69,1073.0
464,18172,-9.326456,38.853679,69,1077.0
465,29373,-9.20259,38.751133,69,1079.0
466,13790,-9.141251,38.790305,69,1084.0
467,21227,-9.154592,38.720319,69,1085.0
468,7542,-9.201745,38.750837,69,1086.0
469,18748,-9.229862,38.79991,69,1086.0
470,19254,-9.205032,38.776566,69,1088.0
471,11671,-9.448284,38.709367,69,551.0
472,18099,-9.353087,38.693326,69,5547.0
473,7761,-9.142116,38.715729,69,1091.0
474,27292,-9.313106,38.795653,69,1091.0
475,24890,-9.113058,38.723061,69,1093.0
476,7206,-9.122804,38.776859,145,1104.0
477,11646,-9.296281,38.92287,69,1104.0
478,2146,-9.128605,38.765088,69,1105.0
479,11737,-9.274709,39.011904,69,1105.0
480,320,-9.448758,38.751636,71,1108.0
481,34657,-9.164965,38.749576,63,1109.0
482,11445,-9.151934,38.73957,69,5640.0
483,11668,-9.140644,38.731589,69,7396.0
484,25231,-9.153653,38.707844,69,1120.0
485,7499,-9.189374,38.749128,69,1123.0
486,23935,-9.341245,38.69233,69,9311.0
487,25547,-9.226787,38.742706,69,1126.0
488,21526,-9.230445,38.791674,69,1128.0
489,29195,-9.39674,38.703528,69,7753.0
490,25163,-9.104791,38.770334,69,13569.0
491,24746,-9.087933,38.81575,69,13261.0
492,27120,-9.229275,38.80433,69,1129.0
493,26191,-9.199075,38.765126,69,1133.0
494,18746,-9.22986,38.799982,69,1133.0
495,24320,-9.201303,38.748905,69,1138.0
496,29194,-9.23666,38.717431,69,1139.0
497,14451,-9.160157,38.737854,69,4228.0
498,11676,-9.340354,38.955118,69,1146.0
499,27519,-9.326079,38.857661,69,1147.0
500,20526,-9.319613,38.683299,69,3824.0
501,10319,-9.135807,38.817911,69,5600.0
502,461,-9.349062,38.781386,71,5445.0
503,27152,-9.216359,38.780204,69,2161.0
504,13045,-9.17908,38.796085,69,1158.0
505,18088,-9.34383,38.784992,69,1158.0
506,7405,-9.159903,38.770252,89,1158.0
507,10330,-9.155148,38.720052,69,1159.0
508,17932,-9.373666,38.788164,69,1161.0
509,11257,-9.113459,38.783786,69,8111.0
510,3692,-9.322843,38.705534,69,1164.0
511,20962,-9.130344,38.753684,69,1165.0
512,8405,-9.168902,38.733364,69,7667.0
513,205,-9.446463,38.714881,71,1169.0
514,12932,-9.104072,38.867377,69,1172.0
515,2147,-9.128606,38.765088,69,1175.0
516,11719,-9.286025,38.918456,69,1176.0
517,14181,-9.313652,38.693455,69,1177.0
518,12936,-9.104974,38.867189,69,1177.0
519,20539,-9.061597,38.859761,69,1180.0
520,283,-9.363296,38.729385,71,1181.0
521,27153,-9.148036,38.745046,69,26176.0
522,11708,-9.162338,38.826649,69,1182.0
523,21904,-9.235399,38.756126,69,1183.0
524,11308,-9.210509,38.771978,69,5996.0
525,18076,-9.344685,38.784456,69,1187.0
526,3871,-9.3592,38.692004,69,1188.0
527,27368,-9.265117,38.734861,69,4773.0
528,10320,-9.135747,38.734135,69,9282.0
529,31625,-9.156468,38.737411,63,13186.0
530,49204,-9.165408,38.838719,88,1194.0
531,7535,-9.153423,38.764453,69,1194.0
532,11667,-9.151836,38.725662,69,12597.0
533,23448,-9.15688,38.774462,69,1195.0
534,24425,-9.112717,38.723409,69,1198.0
535,11644,-9.145314,38.798104,69,5254.0
536,11648,-9.326042,38.914454,69,1199.0
537,11647,-9.296282,38.922874,69,1203.0
538,24704,-9.204431,38.705338,69,9448.0
539,5843,-9.096587,38.757676,69,1215.0
540,24931,-9.418207,38.699431,69,21320.0
541,45312,-9.16212,38.82546,69,1218.0
542,12931,-9.104067,38.867377,69,1223.0
543,29632,-8.876791,39.065808,145,1224.0
544,45079,-9.11091,38.765201,69,3541.0
545,7737,-9.184255,38.754951,69,1230.0
546,215,-9.356214,38.690395,71,1231.0
547,364,-9.451617,38.715332,71,1235.0
548,17851,-9.150672,38.740117,69,6222.0
549,17838,-9.373558,38.78759,69,1239.0
550,11446,-9.397528,38.730595,69,1239.0
551,3614,-9.43541,38.69966,69,1239.0
552,605,-9.418181,38.7173,71,1240.0
553,27293,-9.137785,38.713966,69,10946.0
554,11325,-9.383554,38.852793,69,2821.0
555,18453,-9.302728,38.769609,69,1245.0
556,12937,-9.10498,38.867189,69,1246.0
557,544,-9.43379,38.697611,71,1247.0
558,27442,-9.096478,38.755014,69,2104.0
559,27258,-9.396898,38.816902,69,1248.0
560,27326,-9.16643,38.712694,69,6846.0
561,7569,-9.15469,38.759556,69,1251.0
562,25267,-9.14946,38.745025,69,13248.0
563,25266,-9.166924,38.712743,69,6131.0
564,25265,-9.14821,38.787143,69,1251.0
565,25264,-9.14821,38.787143,69,1251.0
566,24808,-9.185086,38.7543,69,1254.0
567,11513,-9.116051,38.787004,145,4629.0
568,18517,-9.05481,38.872276,69,8506.0
569,25217,-9.114325,38.732086,69,1256.0
570,569,-9.135823,38.759825,71,1257.0
571,29554,-9.339191,38.73709,69,2768.0
572,14238,-9.121658,38.756734,69,5794.0
573,27261,-9.259936,39.081867,69,1259.0
574,398,-9.086401,38.851454,71,18430.0
575,606,-9.208523,38.711545,71,7767.0
576,26330,-9.218505,38.815164,69,1262.0
577,18283,-9.212285,38.772149,69,3624.0
578,2366,-9.23213,38.766208,69,1264.0
579,12933,-9.40688,38.705874,69,2896.0
580,375,-9.409977,38.709877,71,1270.0
581,24778,-9.18758,38.751701,69,1271.0
582,27146,-9.251964,38.813393,69,1271.0
583,27095,-9.249538,38.756572,69,15237.0
584,45071,-9.164953,38.726296,69,6498.666667
585,14216,-9.24181,38.71475,69,1276.0
586,17850,-9.38573,38.799247,69,1278.0
587,26197,-9.198942,38.765177,69,1279.0
588,3703,-9.433878,38.697449,69,1287.0
589,11674,-9.291222,38.919341,69,1288.0
590,25260,-9.148082,38.78765,69,1290.0
591,19015,-9.103275,38.75307,69,8535.0
592,7703,-9.189194,38.749661,69,1291.0
593,13223,-9.160514,38.728291,75,8725.0
594,27329,-9.349825,38.75085,69,1295.0
595,11669,-9.386139,38.921386,69,2486.5
596,2215,-9.159162,38.729102,69,1295.0
597,45411,-9.197022,38.761207,69,1299.0
598,29456,-9.1907,38.745692,69,1300.0
599,17896,-9.136105,38.715276,69,14094.0
600,29455,-9.190717,38.745689,69,1302.0
601,26331,-9.218531,38.815157,69,1304.0
602,7461,-9.112961,38.783696,69,8982.0
603,24285,-9.150239,38.792128,69,1307.0
604,27144,-9.29449,38.786418,69,1307.0
605,24536,-9.187907,38.752013,69,1308.0
606,45409,-9.19697,38.761175,69,1309.0
607,27104,-9.305145,38.831037,69,1309.0
608,45075,-9.106034,38.774437,69,262.0
609,17790,-9.385469,38.799662,69,1311.0
610,20448,-8.988454,38.960805,69,1311.0
611,45077,-9.19714,38.762577,69,1313.0
612,27145,-9.294491,38.786418,69,1314.0
613,26332,-9.24283,38.71053,69,7807.5
614,24864,-9.15276,38.764874,69,1316.0
615,26333,-9.202068,38.767341,69,1318.0
616,460,-9.14248,38.71607,71,9612.0
617,13222,-9.316584,38.688478,75,1330.0
618,24530,-9.129665,38.72161,69,7379.0
619,22904,-9.199585,38.696936,69,1332.0
620,301,-9.438634,38.697134,72,1333.0
